<DATE>	<TIME>	<OPEN>	<HIGH>	<LOW>	<CLOSE>	<TICKVOL>	<VOL>	<SPREAD>
2025.05.15	01:20:00	1.11809	1.11812	1.11804	1.11807	14	0	3
2025.05.15	01:21:00	1.11808	1.11808	1.11803	1.11803	9	0	3
2025.05.15	01:22:00	1.11803	1.11815	1.11803	1.11813	12	0	3
2025.05.15	01:23:00	1.11814	1.11814	1.11810	1.11810	4	0	4
2025.05.15	01:24:00	1.11813	1.11817	1.11813	1.11817	7	0	3
2025.05.15	01:25:00	1.11821	1.11834	1.11821	1.11831	14	0	2
2025.05.15	01:26:00	1.11831	1.11831	1.11819	1.11824	20	0	4
2025.05.15	01:27:00	1.11829	1.11831	1.11823	1.11827	18	0	3
2025.05.15	01:28:00	1.11825	1.11826	1.11820	1.11821	14	0	4
2025.05.15	01:29:00	1.11820	1.11821	1.11818	1.11818	10	0	4
2025.05.15	01:30:00	1.11818	1.11819	1.11802	1.11805	26	0	2
2025.05.15	01:31:00	1.11806	1.11807	1.11800	1.11801	17	0	3
2025.05.15	01:32:00	1.11803	1.11819	1.11803	1.11819	15	0	2
2025.05.15	01:33:00	1.11818	1.11842	1.11818	1.11829	23	0	2
2025.05.15	01:34:00	1.11833	1.11839	1.11830	1.11830	13	0	4
2025.05.15	01:35:00	1.11830	1.11830	1.11829	1.11829	10	0	5
2025.05.15	01:36:00	1.11829	1.11837	1.11828	1.11837	9	0	3
2025.05.15	01:37:00	1.11838	1.11842	1.11834	1.11838	18	0	3
2025.05.15	01:38:00	1.11839	1.11839	1.11829	1.11830	10	0	2
2025.05.15	01:39:00	1.11829	1.11837	1.11829	1.11837	11	0	4
2025.05.15	01:40:00	1.11836	1.11836	1.11819	1.11826	22	0	2
2025.05.15	01:41:00	1.11827	1.11830	1.11826	1.11829	8	0	2
2025.05.15	01:42:00	1.11827	1.11832	1.11825	1.11832	12	0	3
2025.05.15	01:43:00	1.11833	1.11833	1.11827	1.11827	8	0	3
2025.05.15	01:44:00	1.11832	1.11833	1.11830	1.11832	8	0	3
2025.05.15	01:45:00	1.11834	1.11834	1.11828	1.11828	7	0	4
2025.05.15	01:46:00	1.11826	1.11828	1.11823	1.11824	13	0	3
2025.05.15	01:47:00	1.11824	1.11824	1.11816	1.11820	13	0	3
2025.05.15	01:48:00	1.11822	1.11828	1.11822	1.11823	8	0	3
2025.05.15	01:49:00	1.11823	1.11823	1.11822	1.11823	3	0	3
2025.05.15	01:50:00	1.11822	1.11825	1.11814	1.11825	14	0	2
2025.05.15	01:51:00	1.11824	1.11824	1.11823	1.11824	5	0	4
2025.05.15	01:52:00	1.11823	1.11824	1.11814	1.11814	7	0	2
2025.05.15	01:53:00	1.11813	1.11814	1.11801	1.11812	21	0	2
2025.05.15	01:54:00	1.11817	1.11818	1.11816	1.11817	7	0	3
2025.05.15	01:55:00	1.11816	1.11816	1.11816	1.11816	1	0	4
2025.05.15	01:56:00	1.11811	1.11812	1.11808	1.11810	11	0	3
2025.05.15	01:57:00	1.11810	1.11810	1.11807	1.11810	12	0	3
2025.05.15	01:58:00	1.11810	1.11818	1.11810	1.11817	12	0	3
2025.05.15	01:59:00	1.11818	1.11824	1.11818	1.11824	7	0	4
2025.05.15	02:00:00	1.11830	1.11834	1.11830	1.11830	15	0	2
2025.05.15	02:01:00	1.11830	1.11830	1.11808	1.11823	32	0	2
2025.05.15	02:02:00	1.11823	1.11829	1.11822	1.11829	15	0	2
2025.05.15	02:03:00	1.11829	1.11836	1.11829	1.11834	7	0	2
2025.05.15	02:04:00	1.11835	1.11848	1.11834	1.11842	21	0	2
2025.05.15	02:05:00	1.11842	1.11849	1.11842	1.11847	14	0	2
2025.05.15	02:06:00	1.11851	1.11868	1.11851	1.11868	15	0	2
2025.05.15	02:07:00	1.11867	1.11877	1.11854	1.11858	36	0	2
2025.05.15	02:08:00	1.11858	1.11860	1.11849	1.11853	21	0	3
2025.05.15	02:09:00	1.11852	1.11857	1.11843	1.11848	14	0	2
2025.05.15	02:10:00	1.11848	1.11853	1.11847	1.11847	14	0	3
2025.05.15	02:11:00	1.11848	1.11862	1.11848	1.11862	15	0	2
2025.05.15	02:12:00	1.11864	1.11867	1.11856	1.11862	13	0	3
2025.05.15	02:13:00	1.11863	1.11878	1.11863	1.11877	18	0	2
2025.05.15	02:14:00	1.11876	1.11877	1.11858	1.11858	20	0	2
2025.05.15	02:15:00	1.11864	1.11874	1.11862	1.11870	26	0	2
2025.05.15	02:16:00	1.11871	1.11872	1.11863	1.11863	14	0	2
2025.05.15	02:17:00	1.11864	1.11867	1.11862	1.11867	9	0	2
