<DATE>	<TIME>	<OPEN>	<HIGH>	<LOW>	<CLOSE>	<TICKVOL>	<VOL>	<SPREAD>
2025.05.01	01:44:00	0.88361	0.88362	0.88350	0.88356	52	0	6
2025.05.01	01:46:00	0.88355	0.88360	0.88350	0.88357	43	0	5
2025.05.01	01:48:00	0.88359	0.88362	0.88352	0.88352	33	0	4
2025.05.01	01:50:00	0.88353	0.88357	0.88351	0.88353	60	0	8
2025.05.01	01:52:00	0.88353	0.88358	0.88351	0.88354	23	0	9
2025.05.01	01:54:00	0.88356	0.88359	0.88344	0.88348	22	0	7
2025.05.01	01:56:00	0.88349	0.88369	0.88347	0.88355	91	0	5
2025.05.01	01:58:00	0.88355	0.88363	0.88345	0.88348	101	0	4
2025.05.01	02:00:00	0.88348	0.88364	0.88342	0.88342	141	0	1
2025.05.01	02:02:00	0.88347	0.88374	0.88347	0.88369	78	0	2
2025.05.01	02:04:00	0.88370	0.88380	0.88361	0.88376	61	0	1
2025.05.01	02:06:00	0.88375	0.88380	0.88363	0.88375	68	0	2
2025.05.01	02:08:00	0.88373	0.88377	0.88368	0.88376	57	0	5
2025.05.01	02:10:00	0.88375	0.88386	0.88374	0.88385	53	0	6
2025.05.01	02:12:00	0.88387	0.88387	0.88372	0.88379	50	0	4
2025.05.01	02:14:00	0.88379	0.88403	0.88379	0.88383	115	0	1
2025.05.01	02:16:00	0.88383	0.88384	0.88364	0.88367	42	0	3
2025.05.01	02:18:00	0.88367	0.88377	0.88366	0.88374	70	0	4
2025.05.01	02:20:00	0.88374	0.88374	0.88357	0.88372	62	0	4
2025.05.01	02:22:00	0.88373	0.88376	0.88371	0.88373	65	0	5
2025.05.01	02:24:00	0.88375	0.88395	0.88375	0.88388	62	0	5
2025.05.01	02:26:00	0.88390	0.88394	0.88386	0.88394	52	0	4
